step, loss, psnr
200,8.484953880310059,23.885665893554688
400,7.800482749938965,24.076030731201172
600,7.6231913566589355,24.227989196777344
800,7.462167263031006,24.360576629638672
1000,7.354836463928223,24.499011993408203
1200,7.232580184936523,24.6115665435791
1400,7.159851551055908,24.71220588684082
1600,7.061337471008301,24.804668426513672
1800,7.001510143280029,24.870861053466797
2000,6.934349536895752,24.93679428100586
2200,6.877102851867676,25.041336059570312
2400,6.794405937194824,25.07785415649414
2600,6.7731122970581055,25.11630630493164
2800,6.715709209442139,25.215139389038086
3000,6.678101062774658,25.255634307861328
3200,6.629082679748535,25.31247329711914
3400,6.59095573425293,25.361066818237305
3600,6.560398578643799,25.361549377441406
3800,6.510995864868164,25.496965408325195
4000,6.4786200523376465,25.5054931640625
4200,6.449486255645752,25.5399112701416
4400,6.413003921508789,25.57528305053711
4600,6.402318000793457,25.613086700439453
4800,6.364815711975098,25.681652069091797
5000,6.3727827072143555,25.6441650390625
5200,6.307314872741699,25.722463607788086
5400,6.29915714263916,25.752193450927734
5600,6.254759311676025,25.79972267150879
5800,6.267435073852539,25.727184295654297
6000,6.2599406242370605,25.786975860595703
6200,6.221928119659424,25.815576553344727
6400,6.181586265563965,25.86563491821289
6600,6.173792839050293,25.86354637145996
6800,6.150167465209961,25.908700942993164
7000,6.145939350128174,25.925439834594727
7200,6.123327732086182,25.996002197265625
7400,6.102289199829102,25.990222930908203
7600,6.086767673492432,25.990325927734375
7800,6.083358287811279,26.00974464416504
8000,6.066370964050293,26.029170989990234
8200,6.0801167488098145,26.017711639404297
8400,6.042534828186035,26.07381248474121
8600,6.043240547180176,26.06195640563965
8800,6.01479434967041,26.08453941345215
9000,6.020052433013916,26.106576919555664
9200,5.985227108001709,26.144216537475586
9400,5.990357875823975,26.16632080078125
9600,6.002739429473877,26.03872299194336
9800,5.986936092376709,26.16300392150879
10000,5.944697380065918,26.197265625
10200,5.933432102203369,26.230016708374023
10400,5.926695346832275,26.221582412719727
10600,5.909630298614502,26.266773223876953
10800,5.9230427742004395,26.258647918701172
11000,5.919835090637207,26.284221649169922
11200,5.907179355621338,26.31795883178711
11400,5.864215850830078,26.30147361755371
11600,5.884337902069092,26.3310489654541
11800,5.851924419403076,26.3554744720459
12000,5.860866069793701,26.357402801513672
12200,5.847416400909424,26.232730865478516
12400,5.861312389373779,26.344635009765625
12600,5.831538677215576,26.343408584594727
12800,5.823139190673828,26.40616226196289
13000,5.847488880157471,26.279895782470703
13200,5.835875988006592,26.40030288696289
13400,5.806959629058838,26.412944793701172
13600,5.79434871673584,26.454143524169922
13800,5.758625507354736,26.48733901977539
14000,5.765873908996582,26.456960678100586
14200,5.752872943878174,26.469104766845703
14400,5.768404960632324,26.48439598083496
14600,5.726740837097168,26.487308502197266
14800,5.743191719055176,26.512725830078125
15000,5.747413158416748,26.511917114257812
15200,5.721012115478516,26.446033477783203
15400,5.773505687713623,26.4820613861084
15600,5.778327465057373,26.538732528686523
15800,5.716487884521484,26.5163516998291
16000,5.7180070877075195,26.53973388671875
16200,5.698660373687744,26.54852867126465
16400,5.685617446899414,26.55343246459961
16600,5.683649063110352,26.584030151367188
16800,5.681436538696289,26.600427627563477
17000,5.686786651611328,26.550281524658203
17200,5.704739570617676,26.572412490844727
17400,5.698275089263916,26.567813873291016
17600,5.722909927368164,26.573156356811523
17800,5.708147048950195,26.522769927978516
18000,5.707866668701172,26.618228912353516
18200,5.683772563934326,26.63729476928711
18400,5.680310249328613,26.58941078186035
18600,5.628739833831787,26.621200561523438
18800,5.6400980949401855,26.591754913330078
19000,5.6297993659973145,26.675317764282227
19200,5.623538970947266,26.69089698791504
19400,5.610571384429932,26.68644142150879
19600,5.613107681274414,26.688135147094727
19800,5.598864555358887,26.738025665283203
20000,5.622700214385986,26.727951049804688
20200,5.596121311187744,26.74178695678711
20400,5.571053981781006,26.740610122680664
20600,5.566657066345215,26.78855323791504
20800,5.579975605010986,26.760290145874023
21000,5.591447353363037,26.71730613708496
21200,5.572197914123535,26.77554702758789
21400,5.552128314971924,26.80765151977539
21600,5.538922309875488,26.786718368530273
21800,5.549651622772217,26.791210174560547
22000,5.556117534637451,26.716588973999023
22200,5.579760551452637,26.829971313476562
22400,5.553721904754639,26.782268524169922
22600,5.543134689331055,26.791736602783203
22800,5.528299331665039,26.790569305419922
23000,5.534660816192627,26.82753562927246
23200,5.531266689300537,26.763351440429688
23400,5.545231819152832,26.853374481201172
23600,5.541265487670898,26.813034057617188
23800,5.539195537567139,26.845190048217773
24000,5.51199197769165,26.88559913635254
24200,5.516143798828125,26.830463409423828
24400,5.49473762512207,26.890920639038086
24600,5.512113571166992,26.826751708984375
24800,5.4862589836120605,26.884191513061523
25000,5.528614521026611,26.84389877319336
25200,5.496209621429443,26.849401473999023
25400,5.520845890045166,26.84743309020996
25600,5.51768684387207,26.88309669494629
25800,5.529709339141846,26.87375259399414
26000,5.479242324829102,26.93747329711914
26200,5.501728057861328,26.88125991821289
26400,5.486630916595459,26.94149398803711
26600,5.4755072593688965,26.831064224243164
26800,5.494879722595215,26.899829864501953
27000,5.485121250152588,26.87173843383789
27200,5.465409755706787,26.911617279052734
27400,5.465845108032227,26.953052520751953
27600,5.4509782791137695,26.974884033203125
27800,5.435370922088623,26.909374237060547
28000,5.448021411895752,26.93418312072754
28200,5.4611496925354,26.959903717041016
28400,5.44914436340332,26.876972198486328
28600,5.482827186584473,26.880203247070312
28800,5.449421405792236,26.893524169921875
29000,5.4791765213012695,26.91064453125
29200,5.4896559715271,26.86165428161621
29400,5.441468715667725,26.94189453125
29600,5.435520648956299,26.958499908447266
29800,5.440311908721924,26.937082290649414
30000,5.4385294914245605,27.00563621520996
