step, loss, psnr
500,14.453372955322266,21.307634353637695
1000,11.213191986083984,21.977310180664062
1500,10.615161895751953,22.232173919677734
2000,10.29679012298584,22.44404411315918
2500,10.159893035888672,22.529266357421875
3000,9.988905906677246,22.613605499267578
3500,9.868478775024414,22.670673370361328
4000,9.802576065063477,22.722370147705078
4500,9.699018478393555,22.78243637084961
5000,9.624667167663574,22.83384895324707
5500,9.56363296508789,22.899822235107422
6000,9.462775230407715,22.948015213012695
6500,9.41183853149414,23.006614685058594
7000,9.32276725769043,23.04793930053711
7500,9.285390853881836,23.082799911499023
8000,9.221797943115234,23.126888275146484
8500,9.151018142700195,23.1375732421875
9000,9.135849952697754,23.195148468017578
9500,9.046723365783691,23.205547332763672
10000,9.022008895874023,23.253002166748047
10500,8.96689224243164,23.274744033813477
11000,8.926922798156738,23.292070388793945
11500,8.87681770324707,23.334651947021484
12000,8.841239929199219,23.379901885986328
12500,8.816217422485352,23.40563201904297
13000,8.757817268371582,23.414466857910156
13500,8.743133544921875,23.411405563354492
14000,8.697408676147461,23.47610855102539
14500,8.655587196350098,23.46727752685547
15000,8.62795639038086,23.43573760986328
15500,8.602088928222656,23.463817596435547
16000,8.589688301086426,23.55240249633789
16500,8.5450439453125,23.5614013671875
17000,8.514629364013672,23.58757972717285
17500,8.49830150604248,23.620908737182617
18000,8.466716766357422,23.625469207763672
18500,8.448410034179688,23.647865295410156
19000,8.410846710205078,23.67084503173828
19500,8.413514137268066,23.671337127685547
20000,8.389410018920898,23.698623657226562
20500,8.350059509277344,23.713153839111328
21000,8.339576721191406,23.727867126464844
21500,8.313237190246582,23.716646194458008
22000,8.291699409484863,23.751628875732422
22500,8.282073974609375,23.77918815612793
23000,8.25028133392334,23.8035888671875
23500,8.235723495483398,23.812103271484375
24000,8.215659141540527,23.815725326538086
24500,8.202825546264648,23.799184799194336
25000,8.185120582580566,23.824085235595703
25500,8.159400939941406,23.864002227783203
26000,8.146218299865723,23.877796173095703
26500,8.132014274597168,23.869426727294922
27000,8.1019926071167,23.893611907958984
27500,8.108359336853027,23.917572021484375
28000,8.074129104614258,23.941829681396484
28500,8.05659008026123,23.94570541381836
29000,8.054308891296387,23.95810890197754
29500,8.037763595581055,23.94355010986328
30000,8.022920608520508,23.99356460571289
30500,7.997682094573975,23.99972152709961
31000,7.988834381103516,24.009963989257812
31500,7.963310718536377,24.035945892333984
32000,7.954014778137207,24.04018211364746
32500,7.9429030418396,24.032886505126953
33000,7.937847137451172,24.028051376342773
33500,7.938645362854004,24.069955825805664
34000,7.91469144821167,24.083736419677734
34500,7.897412300109863,24.0898494720459
35000,7.872310638427734,24.113468170166016
35500,7.881635665893555,24.120882034301758
36000,7.851567268371582,24.132766723632812
36500,7.839221954345703,24.152273178100586
37000,7.8244547843933105,24.138423919677734
37500,7.8229570388793945,24.138164520263672
38000,7.811337471008301,24.164749145507812
38500,7.795740604400635,24.186792373657227
39000,7.780513286590576,24.19069480895996
39500,7.7731099128723145,24.188220977783203
40000,7.78405237197876,24.20145606994629
40500,7.770580768585205,24.158533096313477
41000,7.745368003845215,24.227813720703125
41500,7.73915433883667,24.205188751220703
42000,7.731606483459473,24.237411499023438
42500,7.705453395843506,24.25934410095215
43000,7.693126201629639,24.250490188598633
43500,7.685946941375732,24.264352798461914
44000,7.67364501953125,24.291095733642578
44500,7.662871360778809,24.29525375366211
45000,7.66084623336792,24.30687713623047
45500,7.643092155456543,24.293325424194336
46000,7.647838115692139,24.330738067626953
46500,7.643596172332764,24.32090950012207
47000,7.633481502532959,24.3366641998291
47500,7.610420227050781,24.357587814331055
48000,7.596031188964844,24.363258361816406
48500,7.5848541259765625,24.3760986328125
49000,7.580717086791992,24.39576530456543
49500,7.575506687164307,24.398799896240234
50000,7.5814409255981445,24.408946990966797
50500,7.558902740478516,24.415531158447266
51000,7.538146018981934,24.409326553344727
51500,7.538271427154541,24.415874481201172
52000,7.530325412750244,24.4495792388916
52500,7.516744136810303,24.451793670654297
53000,7.513428688049316,24.446094512939453
53500,7.510076522827148,24.45895767211914
54000,7.519820690155029,24.447267532348633
54500,7.507209777832031,24.474462509155273
55000,7.491114139556885,24.470394134521484
55500,7.482339382171631,24.46839141845703
56000,7.474668979644775,24.501474380493164
56500,7.44598913192749,24.512256622314453
57000,7.441162586212158,24.520816802978516
57500,7.450573921203613,24.52640151977539
58000,7.429668426513672,24.490726470947266
58500,7.414269924163818,24.547210693359375
59000,7.417398452758789,24.55879020690918
59500,7.423162937164307,24.54251480102539
60000,7.411961078643799,24.567344665527344
